zone_key,event_count,transformer_events,line_events,avg_transformer_capacity_mva,avg_line_capacity_kv,avg_ev_distance_km,lat,lon,dominant_resource,mean_load_2024_mw,mean_stress,mean_predicted_ev_mw,graph_degree,graph_betweenness
Jadigenahalli,7,0,7,,66.0,16.63885132,13.0569896,77.8456116,thermal,,,,3,0.0
Jagalur,40,4,34,12.5,251.11764705882354,161.1264276,14.5145306,76.3344429,thermal,,,,2,0.0
Jagaluru,1,0,1,,66.0,171.702276,14.5193655,76.4333462,thermal,,,,1,0.0
Jamakhandi,66,13,53,10.0,110.0,56.75552923,16.4987872,75.2958115,thermal,,,,3,0.0
Jambagi,41,0,41,,110.0,64.84178964,16.8323004,75.0031199,thermal,,,,2,0.0
Jambagi KD,1,0,1,,110.0,71.93330438,16.2694034,75.3497505,thermal,,,,1,0.0
Jamkhandi Sugars,25,14,11,10.0,101.0,40.43572741,16.6090595,75.4013179,thermal,,,,2,0.0
Janawada,3,1,2,,110.0,107.26936670000002,17.993049,77.4829335,thermal,,,,2,0.0012039689713556959
Jayadeva,35,0,35,,66.0,1.264296147,12.9200807,77.5990692,thermal,,,,4,0.0
Jayanagar Substation,4,0,4,,66.0,0.752755679,12.9323171,77.58336,thermal,,,,1,0.0
Jewargi,3,0,3,,110.0,26.20942466,17.0120206,76.7760438,thermal,,,,1,0.0
Jigani Substation,6,0,6,,91.66666666666667,15.36404074,12.7756028,77.6448843,thermal,,,,1,0.0
Jindal,9,0,9,,110.0,187.4126607,15.1859954,76.6662587,thermal,,,,2,0.0
K&C Valley Substation,2,0,2,,66.0,3.532371676,12.9425942,77.657882,thermal,,,,1,0.0
KHB Yelahanka,11,0,11,,66.0,8.858152772,13.1092828,77.577364,thermal,,,,2,0.0
KIADB Gamanagatti,1,0,1,,110.0,83.41309609,15.3733937,75.0528834,thermal,,,,1,0.0
KIADB Substation,18,7,11,68.0,96.0,0.498806155,13.1500692,77.7015097,thermal,,,,3,0.0
KR Nagar,24,1,23,,66.0,73.52576777,12.4323077,76.3886957,thermal,,,,2,0.0
Kadaba,7,0,7,,220.0,32.31895655,13.248033699999999,76.8616911,thermal,,,,2,0.0
Kadabahalli,1,0,1,,66.0,16.12638888,12.9605622,76.6398086,thermal,,,,1,0.0
Kadaganchii,21,1,20,,110.0,70.50045013,17.4442885,76.6696452,thermal,,,,2,0.0
Kadakola,416,0,416,,117.9375,85.8004468,12.2036755,76.6678355,thermal,,,,2,0.0
Kadanakoppa,56,31,25,14.516129032258064,110.0,74.81453382,15.2668218,75.0484062,thermal,,,,3,0.0
Kadra,2,0,2,,220.0,58.81610064,14.8963792,74.3528244,thermal,,,,1,0.0
Kaduru,271,0,271,,118.11808118081181,109.6154186,13.5779068,75.9942004,thermal,,,,3,0.0
Kagwad,15,14,1,18.571428571428573,110.0,42.57634805,16.703592,74.7150524,thermal,,,,3,0.0
Kaiga,30,0,30,,400.0,50.80081335,14.8619698,74.4380583,thermal,,,,2,0.0
Kakamari,1,0,1,,220.0,44.94127519,16.8572834,75.2960118,thermal,,,,1,0.0
Kaladagi,41,32,9,18.125,110.0,72.34511687,16.1986743,75.4920369,thermal,,,,3,0.0
Kalaghatagi,55,37,18,19.18918918918919,110.0,65.18112593,15.1931758,74.9881628,thermal,,,,4,0.009153709530478938
Kalamaranahalli,19,2,17,,93.17647058823529,127.86322419999999,14.1159357,76.7652949,thermal,,,,2,0.0
Kallur,12,0,12,,210.83333333333334,24.21417946,13.179601,76.8333185,thermal,,,,3,0.009898864223150007
Kallusadarahalli,3,3,0,,,80.79153671,13.473233900000002,76.2538785,thermal,,,,1,0.0
Kamalapura,4,1,3,,110.0,183.1941274,15.288687,76.4803295,thermal,,,,2,0.0
Kamalnagar,3,0,3,,110.0,145.8726238,18.2317384,77.2100005,thermal,,,,1,0.0
Kampalapura,2,0,2,,66.0,96.43463659,12.3401092,76.1735118,hydro,,,,1,0.0
Kampli,7,0,7,,110.0,166.8522864,15.394037,76.6202902,thermal,,,,1,0.0
Kanagala,45,8,37,31.428571428571427,167.67567567567568,47.93072854,16.349005,74.4294689,thermal,,,,5,0.0
Kanakagiri,15,0,15,,110.0,157.9019952,15.5659108,76.4231238,thermal,,,,1,0.0
Kanakapura,57,0,57,,201.08771929824562,27.43098647,12.5349855,77.4211698,thermal,,,,1,0.0
Kanbargi,61,13,48,14.615384615384615,110.0,5.21764012,15.8874985,74.55245,thermal,,,,3,0.0
Karajagi,6,1,5,,110.0,74.61765416,17.2806423,76.2190377,thermal,,,,2,0.0
Karaya,10,0,10,,66.0,50.64766833,12.8809373,75.2422198,thermal,,,,1,0.0
Karkala,32,1,31,,110.0,28.71886649,13.1967826,74.975738,thermal,,,,3,0.0
Karwar,79,4,75,20.0,167.2,55.25952607000001,14.809802600000001,74.1664707,thermal,,,,3,0.0
Katarki,6,0,6,,110.0,67.2666888,16.2444781,75.49986,thermal,,,,3,0.0
Kattige,53,3,50,8.0,66.0,88.15485141,14.2192644,75.5452159,thermal,,,,3,0.0
Kavalwad,18,10,8,11.0,110.0,65.26484723,15.2106517,74.8702191,thermal,,,,3,0.0
Kavatagi LIS,7,0,7,,204.28571428571428,42.52236401,16.5480778,75.4277521,thermal,,,,2,0.0
Kavital,1,0,1,,110.0,88.4597556,16.0897251,76.786881,thermal,,,,1,0.0
Kavoor,154,0,154,,141.42857142857142,11.7635635,12.9256097,74.8605385,thermal,,,,3,0.0
Kembhavi,14,0,14,,110.0,55.19008422999999,16.6645315,76.5204581,thermal,,,,1,0.0
Kerur,80,8,72,18.75,110.0,91.22837325,16.0089056,75.5454795,hydro,,,,2,0.0
Khadaklat,40,29,11,10.344827586206897,110.0,56.54125234000001,16.4414079,74.4710901,thermal,,,,3,0.0
Khanapur,103,0,103,,110.0,52.36081502999999,16.489281,77.5067236,thermal,,,,3,0.0
Khodays Glass Factory Substation,7,0,7,,88.0,2.031925874,12.873592399999998,77.5657202,thermal,,,,1,0.0
Kiravatti,36,5,31,18.0,110.0,49.27786958,15.0668463,74.8670359,thermal,,,,3,0.0
Kittadahalli,42,0,42,,110.0,70.59755807,14.3255249,75.4200943,thermal,,,,3,0.0
Kittur,14,1,13,,86.3076923076923,47.31337227,15.5801618,74.7827081,thermal,,,,5,0.03584682289570442
Kogli,4,1,3,,66.0,145.5088669,14.9313146,76.1571624,thermal,,,,2,0.0
Kolar Sub Station,51,0,51,,72.03921568627452,45.1723696,13.1268764,78.1190045,thermal,,,,4,0.0
Konaje,140,0,140,,110.0,25.97850648,12.8178161,74.9315052,thermal,,,,3,0.0
Kondaspura,3,0,3,,66.0,6.980681184999999,13.037788,77.7547392,thermal,,,,1,0.0
Konkal,22,0,22,,115.0,25.386715190000004,16.7657886,77.3789272,thermal,,,,1,0.0
Konnur,37,0,37,,110.0,102.9779194,15.8531128,75.4888279,thermal,,,,3,0.0
Koppa,18,1,17,,66.0,32.52720013,12.72003,76.950502,thermal,,,,3,0.0
Koppal,29,2,27,,203.7037037037037,148.4932786,15.3666054,75.9908679,thermal,,,,5,0.06754534053121249
Koramangala Substation,10,0,10,,127.6,1.044550449,12.9431625,77.6240378,thermal,,,,1,0.0
Korwar Temple,7,1,6,,110.0,51.26632582,17.3369394,77.0852615,thermal,,,,2,0.0
Kotabagi LIS,1,0,1,,110.0,40.56474386,16.2681455,74.6682984,thermal,,,,1,0.0
Kudachi,90,15,74,15.0,169.45945945945945,60.6027218,16.6140465,74.8568848,thermal,,,,4,0.0
Kudal Sangam,7,1,6,10.0,110.0,76.18343895,16.1962843,76.0271614,thermal,,,,2,0.0
Kudligi,28,5,23,,81.30434782608695,167.51241379999996,14.8995068,76.3732556,thermal,,,,3,0.0
Kuduru,1,0,1,,66.0,40.20324107,13.0916917,77.1675106,thermal,,,,1,0.0
Kulagod,1,0,1,,110.0,65.11479926,16.2364769,75.0476348,thermal,,,,1,0.0
Kulgeri Cross,133,51,82,16.666666666666668,110.0,101.794987,15.9194557,75.5078285,thermal,,,,3,0.0
Kumbalagodu,7,0,7,,66.0,12.23368408,12.8704224,77.44520150000001,hydro,,,,3,0.0
Kumta,74,4,70,10.0,110.0,49.21794057,14.452580900000001,74.4201299,thermal,,,,3,0.0
Kundapura,20,2,18,,110.0,68.3894724,13.616272599999999,74.6937246,thermal,,,,3,0.0002984148018394592
Kundur,20,0,20,,89.1,107.1496881,14.2771895,75.7698354,thermal,,,,3,0.0
Kunigal,21,2,19,20.0,177.22222222222223,33.21257738,13.028358,77.0883572,thermal,,,,5,0.04273864647938461
Kurugodu,8,2,6,,110.0,167.0091464,15.3371457,76.825757,thermal,,,,2,0.0
Kushalnagar,202,5,197,,67.56345177664974,105.7489343,12.457139699999999,75.9650564,thermal,,,,3,0.0
Kushtagi,50,1,49,,116.73469387755102,126.82303380000002,15.7669735,76.1895442,thermal,,,,4,0.0
Kyasamballa,1,0,1,,66.0,46.24908071,12.9571861,78.3435403,thermal,,,,1,0.0
LIS,37,0,37,,217.02702702702703,101.2489033,12.4986293,75.9875134,hydro,,,,2,0.0
Ladha,2,0,2,,110.0,128.117786,18.0352124,77.0724701,hydro,,,,1,0.0
Latur,1,1,0,,,172.6198331,18.3923105,76.5899137,thermal,,,,1,0.0
Laxmeshwar,57,33,24,12.727272727272727,110.0,86.83773249,15.1268635,75.460102,thermal,,,,4,0.0
Lingadahalli,33,2,31,,120.64516129032258,129.1546301,14.1802165,77.0594303,thermal,,,,5,0.0025456354908409713
Lingapura,12,0,12,,220.0,175.7366071,15.296198600000002,76.3222916,thermal,,,,1,0.0
Lingasugur,88,0,88,,182.5,94.14749299,16.1696555,76.513668,thermal,,,,2,0.0
Lokapur,36,22,14,12.272727272727273,110.0,84.08825583,16.1356512,75.3649048,thermal,,,,3,0.0
MEI Layout,6,0,6,,66.0,4.354220946,13.061539000000002,77.5061764,thermal,,,,3,0.008284930472390026
MK Hubli,67,27,40,16.296296296296298,143.0,34.78848317,15.677049400000001,74.722299,thermal,,,,4,0.0
MYSORE,4059,2095,1964,,71.72403258655804,,,,thermal,,,,76,0.09010204464266951
MYSORE LINE,101,0,101,,69.04950495049505,,,,thermal,,,,32,0.055027657331281815
MYSORE TRANSFORMER,105,105,0,,,,,,thermal,,,,3,0.003418803418803419
Machhe,32,24,8,19.130434782608695,110.0,17.07008925,15.7875291,74.466494,hydro,,,,3,0.0
Madalapura,3,1,2,,110.0,95.14284015,15.9533081,77.0933409,thermal,,,,1,0.0
Maddur,30,1,29,,71.3103448275862,48.49257691,16.8494667,77.5979839,thermal,,,,2,0.0
Madhugiri,160,18,142,13.125,181.7810218978102,71.35900958,13.666551800000002,77.2356812,thermal,,,,6,0.03017825494187758
Madhuvana,34,0,34,,110.0,56.58621425,13.5155716,74.744099,thermal,,,,3,0.0
Madhuvanahally,226,1,225,,74.21333333333334,71.30023898,12.1408966,77.1805858,thermal,,,,2,0.0
Madyal,2,0,2,,110.0,77.30208603,17.3937953,76.4873625,thermal,,,,1,0.0
Magadi,37,0,37,,99.29729729729729,23.5748727,12.9226078,77.1846628,thermal,,,,5,0.0
Mahalakshmi Layout,11,0,11,,66.0,0.214702661,13.0011372,77.5482938,thermal,,,,2,0.0
Mahalingapura,198,2,196,20.0,206.53061224489795,79.29665159,16.405136,75.1052164,thermal,,,,3,0.0
Malebennuru,28,4,23,7.35,213.30434782608697,101.3830171,14.364969,75.744377,thermal,,,,3,0.0
Malghan,69,13,56,16.153846153846153,110.0,65.06362827,17.0267182,76.2850446,thermal,,,,3,0.0
Mallapur MHS,2,0,2,,110.0,175.0909508,15.377076,76.4594087,thermal,,,,1,0.0
Mallat,50,7,43,,130.46511627906978,78.22681397,16.1352582,76.9283296,thermal,,,,5,0.007985432524227192
Malur Substation,19,0,19,,82.21052631578948,26.22144423,13.0121925,77.9782607,thermal,,,,1,0.0
Mamadapura,75,24,51,19.583333333333332,109.13725490196079,33.72825949,16.5328876,75.5940518,thermal,,,,3,0.0
Mamdapurar,1,1,0,10.0,,45.85970398,16.0916688,74.9233012,thermal,,,,1,0.0
Mandewal,6,0,6,,110.0,48.244024,17.0050302,76.548153,thermal,,,,1,0.0
Mandya Power Sub station,32,0,32,,66.0,50.09167754,12.5258647,76.8857412,thermal,,,,1,0.0
Manipal,71,0,71,,110.0,35.90410333,13.3318237,74.7881925,thermal,,,,3,0.0
Manthur,6,6,0,18.333333333333332,,62.42562887,16.3718132,75.3533618,thermal,,,,2,0.0
Manvi,10,0,10,,110.0,91.09624169,15.9930078,77.052982,thermal,,,,1,0.0
Manyata,72,0,72,,66.0,0.742377242,13.048141,77.619209,thermal,,,,4,0.0
Maralavadi,37,0,37,,66.0,25.90875698,12.6128738,77.5110717,thermal,,,,4,0.0
Mareguddi,1,1,0,10.0,,59.0978753,16.4384521,75.3221201,thermal,,,,1,0.0
Margutti Cross,7,0,7,,110.0,83.86918093,17.639186,77.028131,thermal,,,,1,0.0
Masuti,4,0,4,,220.0,34.80978103,16.5094973,75.7961288,thermal,,,,2,0.0
Mathikere,35,0,35,,66.0,1.748746046,13.036751,77.5584598,thermal,,,,4,0.006106517691202731
Mathodu,69,9,57,12.5,141.64912280701753,98.86090778,13.7761592,76.411529,thermal,,,,3,0.0
Mattanavile,17,0,17,,66.0,31.116543259999997,12.9346321,76.5032128,thermal,,,,2,0.0
Mattikere,1,0,1,,66.0,1.898099414,13.0382131,77.5586525,,,,,1,0.0
Mavali,1,0,1,,110.0,44.33955929,14.3806558,75.1675589,thermal,,,,1,0.0
Meghalapura,27,2,25,,66.0,79.47106388,12.2522118,76.8198995,thermal,,,,3,0.0037782280079641612
Melligeri,25,4,21,10.0,115.23809523809524,59.24252618,16.3542341,75.4329286,thermal,,,,3,0.0
Midigeshi,10,1,9,100.0,134.44444444444446,87.89168767,13.8304875,77.2047634,thermal,,,,1,0.0
Mittemari,35,0,35,,136.0,57.91917401,13.6973305,77.8578047,hydro,,,,4,0.000496823741475367
Moodabidre,5,0,5,,110.0,21.61549693,13.0877958,74.9761072,thermal,,,,1,0.0
Mortagi,18,18,0,10.588235294117647,,62.28216199,17.0000279,76.4110491,hydro,,,,2,0.0
Mudalgi,9,5,4,16.0,110.0,63.58633341,16.3324639,74.9507073,thermal,,,,2,0.0
Muddebihal,35,14,21,18.571428571428573,110.0,69.32160765,16.3315859,76.1290927,thermal,,,,3,0.0
Mudgal,4,0,4,,110.0,112.1779092,16.0186769,76.4472212,thermal,,,,1,0.0
Mudhol,17,9,8,20.0,110.0,70.52645934,16.324667,75.2933523,thermal,,,,4,0.0
Mudigere,43,0,43,,66.0,93.15198948,13.1379807,75.6434708,thermal,,,,2,0.0
Mudiyanur,39,0,39,,66.0,65.41957744,13.2245271,78.3112979,thermal,,,,4,0.0
Mughalkod,102,4,98,10.0,147.0408163265306,54.97491129,16.3638167,74.7735697,thermal,,,,4,0.0
Muguru,49,1,48,,66.0,82.27468594,12.1237381,76.952726,thermal,,,,1,0.0
Mukarthihal,27,19,8,16.31578947368421,110.0,45.04781253,16.4774772,75.9528189,thermal,,,,4,0.0
Mukunda,4,0,4,,110.0,137.6445254,15.6125537,76.8081109,thermal,,,,1,0.0
Mulbagal,78,0,78,,66.0,67.71905934,13.158828099999997,78.3925388,thermal,,,,4,0.0
Munavalli,45,31,14,14.516129032258064,117.85714285714286,64.58904119,15.8472995,75.1271131,thermal,,,,3,0.0
Mundaganura,2,2,0,20.0,,46.99087693,16.4889723,75.432471,thermal,,,,2,0.004497209387702993
Mundagoda,22,16,6,13.75,110.0,44.62047481,14.9764608,75.0406613,thermal,,,,2,0.0
Mundaragi,34,19,15,17.894736842105264,117.33333333333333,129.8722327,15.218175999999998,75.8824146,thermal,,,,4,0.009153709530478938
Munirabad Sub Station,37,0,37,,88.5945945945946,175.119737,15.2666853,76.3298674,thermal,,,,1,0.0
Murdeswara,31,9,22,11.11111111111111,103.0,68.72321825,14.10033,74.5033199,thermal,,,,3,0.0
Mylasandra Substation,1,0,1,,220.0,8.126136349,12.8428368,77.6242286,thermal,,,,1,0.0
NIMHANS Substation,5,0,5,,66.0,1.274699124,12.941456499999997,77.5915395,thermal,,,,1,0.0
NRS Substation (Rajajinagar),6,0,6,,66.0,1.11221309,12.9900641,77.550953,thermal,,,,1,0.0
Nagamangala,135,2,133,,106.52631578947368,14.99119322,12.834493,76.7592317,thermal,,,,4,0.0
Naganoor,5,0,5,,110.0,44.56160027,16.6959965,76.6158309,thermal,,,,1,0.0
Naganur,10,2,8,10.0,110.0,59.69404743,16.3133383,74.9189967,thermal,,,,3,0.0
Nagasamudra,20,1,19,20.0,66.0,204.9890588,14.8093022,76.7458902,thermal,,,,3,0.0
Nagenahalli,13,0,13,,110.0,104.2441023,13.4215353,75.9467762,thermal,,,,1,0.0
Nalwar,13,0,13,,110.0,6.575300740000001,16.9386414,77.0126826,thermal,,,,1,0.0
Nandikur,35,0,35,,110.0,15.39984454,13.1470754,74.8044137,thermal,,,,2,0.0
Nangali,1,0,1,,66.0,78.74765511,13.1971241,78.5176168,thermal,,,,1,0.0
Narayanpur,1,0,1,,66.0,91.42128987,16.2527871,76.3435237,hydro,,,,1,0.0
Naregal,25,6,19,10.0,110.0,138.5882271,15.5693383,75.802168,thermal,,,,2,0.0
Narendra,211,6,205,100.0,211.78536585365853,65.81821798,15.498935,74.9519454,thermal,,,,5,0.0
Nargund,12,1,11,10.0,110.0,94.38482076999999,15.7289879,75.3866475,thermal,,,,2,0.0
Narsapur,2,0,2,,66.0,29.53911015,17.7573974,78.3891651,thermal,,,,1,0.0
Navalagi,79,49,30,18.775510204081634,110.0,68.44234329,16.4672352,75.1841906,thermal,,,,4,0.0
Navalgund,55,15,40,11.333333333333334,110.0,96.6110759,15.547533000000001,75.34031289999999,thermal,,,,3,0.0
Navanagara,80,1,79,10.0,110.0,74.2836246,16.1472387,75.6571827,hydro,,,,2,0.0
Nayakana Hatti,13,1,12,,104.5,168.9266889,14.467984099999999,76.5520614,thermal,,,,2,0.0
Nelamangala,16,0,16,,289.125,17.74883732,13.1077327,77.3889335,thermal,,,,5,0.0015309181997801601
Nidagundi,15,12,3,16.666666666666668,110.0,54.75201855,16.3649066,75.9288878,thermal,,,,2,0.0
Nippani,25,13,12,19.23076923076923,110.0,54.47374825,16.4020915,74.3977847,thermal,,,,2,0.0
Nitrahalli,8,0,8,,200.75,61.1033944,13.6125088,77.3177128,thermal,,,,1,0.0
Nitturu,14,4,9,,134.44444444444446,40.5069688,13.3263781,76.8449256,thermal,,,,5,0.021941065559423396
PG Palya,29,3,26,,66.0,70.72742481000002,11.8956635,77.284807,thermal,,,,3,0.0
Padmanabha Nagar Substation,23,0,23,,66.0,2.141804077,12.922052599999999,77.5607462,thermal,,,,3,0.0
Panniyadhundai,9,0,9,,66.0,99.64246414,11.9959827,76.8597466,thermal,,,,2,0.0
Pathapalya,23,0,23,,66.0,66.16425103,13.7558137,77.91881,thermal,,,,4,0.0
Pavagada,122,5,117,68.0,106.5982905982906,116.5820133,14.133126,77.2167288,thermal,,,,4,0.025927056248507017
Periyapatna,65,2,63,,66.0,98.9179213,12.3229738,76.0964711,thermal,,,,3,0.006825898606720525
Platinum City Power Station,20,0,20,,66.0,0.367430709,13.035502400000002,77.5314806,thermal,,,,4,0.0
Ponnampet,42,1,41,,66.0,78.69075021,12.1516768,75.9436145,thermal,,,,3,0.0
Pottery Road,1,0,1,,66.0,1.783010419,13.0018762,77.6190756,thermal,,,,1,0.0
Puttur,125,2,123,,134.14634146341464,43.29066965,12.8059982,75.1345373,thermal,,,,4,0.0
REMCO,36,3,33,,66.0,4.267413217,12.9456416,77.5310554,thermal,,,,4,0.0
RMV Layout,3,0,3,,66.0,2.33296769,13.0367975,77.5664072,thermal,,,,1,0.0
Rabkavi,8,1,7,,110.0,74.87676822,16.4815684,75.1038637,thermal,,,,2,0.0
Raibagh,77,42,35,16.19047619047619,110.0,63.32090336,16.4893248,74.7606173,thermal,,,,4,0.0
Raichur,54,3,51,,114.31372549019608,69.64607765,16.2099249,77.3400523,thermal,,,,4,0.0035219791274151927
Rajeshwar,1,0,1,,110.0,100.8053236,17.7913932,77.0344617,thermal,,,,1,0.0
Ramadurga,21,4,17,15.0,110.0,83.08611532,15.94749,75.3059798,thermal,,,,3,0.0
Ramagiri Sub Station,28,0,28,,93.5,122.3933236,14.2815496,77.5120833,thermal,,,,2,0.0
Ramanagara,5,0,5,,66.0,6.898891101000001,12.7157939,77.2918997,thermal,,,,1,0.0
Ramankoppa,33,9,24,11.11111111111111,110.0,68.18759817,15.1630748,75.1447241,thermal,,,,3,0.0
Ramapura,28,5,23,12.5,81.4,60.66903816,16.2942159,75.8922497,thermal,,,,8,0.04843802726736035
Ramasamudra Sub Station,34,0,34,,122.94117647058823,6.714169478,16.7865394,77.2036137,thermal,,,,1,0.0
Ranebennuru,126,36,90,13.333333333333334,158.88888888888889,84.22945969,14.6103151,75.6242553,thermal,,,,4,0.0
Rangenahalli,29,0,29,,204.06896551724137,123.4262979,14.0738621,76.7135905,thermal,,,,2,0.0
Rattihalli,41,31,10,15.161290322580646,110.0,74.61057296,14.4249224,75.5033731,thermal,,,,2,0.0
Renew,1,1,0,,,146.7018535,15.5078968,76.9081221,thermal,,,,1,0.0
Renew Solar,3,2,1,,110.0,26.358325840000003,16.6032264,77.0189881,thermal,,,,2,0.0
Ron,121,21,100,12.380952380952381,111.1,123.4545664,15.7040235,75.772793,thermal,,,,4,0.0
Ronihal,10,1,9,10.0,110.0,33.31539815,16.5138494,75.697002,thermal,,,,3,0.0
SRS Peenya Substation,5,0,5,,158.4,1.149838343,13.027416499999998,77.5248582,thermal,,,,1,0.0
Sadalaga,64,26,37,14.23076923076923,110.0,45.99323527,16.5507453,74.532744,thermal,,,,4,0.009153709530478938
Sagara,58,0,58,,109.24137931034483,53.53970781,14.1722403,75.0125187,thermal,,,,4,0.0
Saidapur,8,1,7,10.0,110.0,28.43374707,16.5743934,77.2541242,thermal,,,,3,0.0
Salagame,75,0,75,,66.0,77.48073031,13.0952121,76.0856512,thermal,,,,3,0.0
Salahalli,17,10,7,14.0,110.0,76.7970058,16.0793118,75.2303538,hydro,,,,2,0.0
Sampige,11,0,11,,210.0,30.85008162,13.2418726,76.7558995,thermal,,,,1,0.0
Sanda,6,0,6,,110.0,59.73172388999999,14.2923969,75.2776985,thermal,,,,2,0.0
Sankeshwara,24,10,14,15.0,110.0,36.2145517,16.2531992,74.4999809,thermal,,,,4,0.0
Santemaranahalli,4,0,4,,66.0,88.6235614,12.0438999,76.9832349,hydro,,,,1,0.0
Santhemavatturu,1,0,0,,,26.09338685,12.9508755,77.0287931,hydro,,,,1,0.0
Santhpur,3,1,2,,110.0,122.4017703,18.1567513,77.4264541,thermal,,,,2,0.01279160738635623
Sargur,10,1,9,,100.22222222222223,77.91144979,11.9932573,76.40025,thermal,,,,2,0.0
Sathenahalli,54,0,54,,66.0,49.78549775,13.0596057,76.33908089999998,thermal,,,,4,0.0
Satish Sugars,1,0,1,,110.0,52.32457021,16.2407565,74.8957232,thermal,,,,1,0.0
Satti,5,1,4,,110.0,72.06680045,16.5924618,75.079414,thermal,,,,2,0.0
Saundatti,139,0,139,,214.46043165467626,64.96515254,15.7560829,75.1093364,hydro,,,,2,0.0
Savalagi,7,0,7,,110.0,42.87458159,16.6723373,75.3407939,thermal,,,,3,0.011256728506878314
Savanur,20,0,20,,115.5,65.77189747,14.9837295,75.3275091,thermal,,,,3,0.011256728506878314
Sedam,23,0,23,,153.04347826086956,40.83455746,17.1464547,77.2923363,thermal,,,,2,0.0
Seelanere,3,2,1,,66.0,44.76859624,12.6365854,76.551506,thermal,,,,1,0.0
Shahabad,24,1,23,,143.47826086956522,26.99941441,17.1243948,76.9356325,thermal,,,,2,0.0
Shahapur,126,1,125,,141.68,31.54909797,16.6230011,76.873402,thermal,,,,2,0.0
Shanivarasanthe,25,3,22,,66.0,100.0574663,12.7178805,75.901444,thermal,,,,1,0.0
Sharavathi,3,0,3,,220.0,43.96728418,14.2356225,74.7669081,thermal,,,,1,0.0
Shettikere,2,0,2,,220.0,51.50609185,13.3787105,76.5720091,thermal,,,,1,0.0
Shiggaon Sub Station,12,5,7,10.0,188.57142857142858,59.78488619,15.0147699,75.2239546,thermal,,,,4,0.0
Shiggoan,110,17,93,10.588235294117647,165.59139784946237,58.71534849,15.0082002,75.2166545,thermal,,,,4,0.0
Shikaripura,38,0,38,,110.0,69.05746829,14.2591824,75.360288,thermal,,,,3,0.0
Shimoga,75,0,75,,165.44,113.73722879999998,13.910644900000001,75.5975861,thermal,,,,6,0.0
Shirabur,2,1,1,20.0,110.0,45.84006236,16.4687798,75.478836,hydro,,,,2,0.004497209387702993
Shiraguppi,24,1,23,,124.34782608695652,49.6453447,16.6224429,74.7267446,thermal,,,,2,0.0
Shirgaon,2,2,0,10.0,,38.29002759,16.242207,74.6774394,thermal,,,,2,0.004497209387702993
Shirhatti,7,0,7,,110.0,104.0760029,15.2281819,75.5816999,thermal,,,,2,0.0
Siddapura,8,7,1,10.0,66.0,32.0626597,14.3376806,74.8734907,thermal,,,,3,0.0
Sidlaghatta,2,0,2,,66.0,26.4043792,13.3834617,77.8591555,thermal,,,,1,0.0
Sindagi KEB substation,21,21,0,17.142857142857142,,55.71176959,16.9116147,76.2290057,thermal,,,,3,0.0
Sindhanur,4,0,4,,110.0,120.5372074,15.7849352,76.769734,thermal,,,,1,0.0
Sindhuvallipura,3,1,2,,143.0,102.6263268,12.0502564,76.6727849,thermal,,,,2,0.0
Singatalur,12,12,0,10.0,,122.2597427,15.066899299999998,75.8828396,thermal,,,,2,0.0
Sira,92,2,90,,154.9777777777778,88.72584146,13.7594439,76.8777997,thermal,,,,8,0.02707949797539167
Sirasi,481,47,433,14.222222222222221,171.37644341801385,1.4109575850000002,14.6240511,74.8284479,thermal,,,,4,0.0
Sirigeri Cross,12,0,12,,110.0,157.4354046,15.4109111,76.9024619,thermal,,,,1,0.0
Siruguppa,10,0,10,,110.0,132.9676957,15.631338500000002,76.9198875,thermal,,,,1,0.0
Sirwal,3,0,3,,110.0,8.632311163,16.8267497,76.9320407,thermal,,,,1,0.0
Sirwar,8,0,8,,110.0,70.99791046,16.1766294,77.0421196,thermal,,,,1,0.0
Soladevanahalli,21,0,21,,66.0,7.906981031,13.091022200000001,77.4914798,thermal,,,,3,0.0005061851099231166
Somanahalli Substation,32,0,32,,70.8125,12.81762881,12.7845212,77.5073671,thermal,,,,3,0.0
Somasamudra,3,2,1,,110.0,179.4715692,15.2058685,76.9371101,thermal,,,,2,0.0012039689713556959
Soraba,32,0,32,,110.0,39.25791215,14.3725992,75.097211,thermal,,,,3,0.0
South Solapur,1,0,1,,110.0,96.31800953,17.6333593,76.0066291,thermal,,,,1,0.0
Sovenahalli,23,8,15,,79.2,127.87331080000001,15.1194569,75.9155,thermal,,,,4,0.0
Srinivaspura,6,0,6,,117.33333333333333,60.71934857,13.3551323,78.2447431,thermal,,,,2,0.0
Sriramnagar,1,0,1,,110.0,157.9198937,15.4868734,76.6006815,thermal,,,,1,0.0
St Johns Wood Substation,1,0,1,,66.0,0.57329123,12.9291569,77.6096487,thermal,,,,1,0.0
Subramanyapura Substation,33,0,33,,66.0,1.315493365,12.8968394,77.5469054,thermal,,,,4,0.0
Sultanpur,51,32,19,15.0,110.0,76.0154135,16.4205185,75.0235566,thermal,,,,3,0.0
Supa,2,0,2,,110.0,61.35769438,15.2805392,74.5316969,thermal,,,,1,0.0
Surya City,4,0,4,,66.0,14.86175448,12.7922189,77.7011733,hydro,,,,2,0.0
Suvarna Soudha,41,16,25,11.25,110.0,13.085178179999998,15.817383,74.5687549,thermal,,,,2,0.0
Suzlon,26,1,25,,99.44,142.2065315,15.673783799999999,76.5281227,thermal,,,,6,0.0872873050397572
