location_zone_key,outage_events_total,transformer_events_total,line_events_total,avg_nearest_ev_distance_km,avg_transformer_capacity_mva,avg_line_capacity_kv,lat,lon,outage_days,daily_outage_mean,daily_outage_p95,ev_service_gap_score,grid_reliability_stress_score,infra_capacity_pressure_score,priority_score_0_100,recommended_station_action
Kurugodu,8,2,6,167.0091464,,110.0,15.3371457,76.825757,7,1.1428571428571428,1.6999999999999993,100.0,7.939999999999997,54.233333333333334,56.34,add_incremental_charging_capacity
Taripura,12,2,10,66.74372246,,66.0,12.3672175,76.7495917,11,1.0909090909090908,1.5,100.0,7.46,54.833333333333336,56.32,add_incremental_charging_capacity
Rabkavi,8,1,7,74.87676822,,110.0,16.4815684,75.1038637,7,1.1428571428571428,1.6999999999999993,100.0,7.689999999999997,54.38333333333333,56.29,add_incremental_charging_capacity
Kundapura,20,2,18,68.3894724,,110.0,13.616272599999999,74.6937246,19,1.0526315789473684,1.0999999999999979,100.0,6.499999999999991,56.03333333333334,56.28,add_incremental_charging_capacity
Sargur,10,1,9,77.91144979,,100.22222222222223,11.9932573,76.40025,9,1.1111111111111112,1.5999999999999996,100.0,7.449999999999998,54.68333333333334,56.28,add_incremental_charging_capacity
Hireguntur,3,0,3,149.8827525,,117.33333333333333,14.2222342,76.2850859,2,1.5,1.95,100.0,8.04,53.78333333333334,56.26,add_incremental_charging_capacity
Kittur,14,1,13,47.31337227,,86.3076923076923,15.5801618,74.7827081,13,1.0769230769230769,1.3999999999999986,100.0,6.969999999999994,55.28333333333334,56.26,add_incremental_charging_capacity
Terakanambi,4,0,4,99.68476113,,66.0,11.8011083,76.7953713,3,1.3333333333333333,1.9,100.0,7.92,53.93333333333334,56.26,add_incremental_charging_capacity
Gangavathi Sub Station,2,0,2,159.0909579,,110.0,15.5407482,76.4520333,1,2.0,2.0,100.0,8.16,53.63333333333333,56.26,add_incremental_charging_capacity
Bellubbi,2,0,2,39.53207467,,110.0,16.4760554,75.5971153,1,2.0,2.0,100.0,8.16,53.63333333333333,56.26,add_incremental_charging_capacity
Masuti,4,0,4,34.80978103,,220.0,16.5094973,75.7961288,3,1.3333333333333333,1.9,100.0,7.92,53.93333333333334,56.26,add_incremental_charging_capacity
Kadra,2,0,2,58.81610064,,220.0,14.8963792,74.3528244,1,2.0,2.0,100.0,8.16,53.63333333333333,56.26,add_incremental_charging_capacity
Jewargi,3,0,3,26.20942466,,110.0,17.0120206,76.7760438,2,1.5,1.95,100.0,8.04,53.78333333333334,56.26,add_incremental_charging_capacity
Sharavathi,3,0,3,43.96728418,,220.0,14.2356225,74.7669081,2,1.5,1.95,100.0,8.04,53.78333333333334,56.26,add_incremental_charging_capacity
Gudibanda,5,0,5,52.68346604,,66.0,13.671078099999999,77.6994318,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Afzalpur,5,0,5,75.15354957,,110.0,17.2080018,76.3627407,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Moodabidre,5,0,5,21.61549693,,110.0,13.0877958,74.9761072,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Naganoor,5,0,5,44.56160027,,110.0,16.6959965,76.6158309,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Guddadahalli,5,0,5,172.3721084,,400.0,15.3628601,76.2861421,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Mandewal,6,0,6,48.244024,,110.0,17.0050302,76.548153,5,1.2,1.7999999999999998,100.0,7.68,54.233333333333334,56.25,add_incremental_charging_capacity
Chandapura,5,0,5,14.540279620000002,,66.0,12.7986198,77.7077254,4,1.25,1.8499999999999996,100.0,7.799999999999999,54.083333333333336,56.25,add_incremental_charging_capacity
Talavadi,7,0,7,88.06881147,,110.0,11.7645485,77.004468,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Alagur,8,0,8,48.96221598,,110.0,16.5560788,75.3423479,7,1.1428571428571428,1.6999999999999993,100.0,7.439999999999997,54.53333333333334,56.24,add_incremental_charging_capacity
Jadigenahalli,7,0,7,16.63885132,,66.0,13.0569896,77.8456116,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Tiptur,8,0,8,48.1574094,,220.0,13.2651772,76.466731,7,1.1428571428571428,1.6999999999999993,100.0,7.439999999999997,54.53333333333334,56.24,add_incremental_charging_capacity
Hagare,8,0,8,88.81837401,,66.0,13.1328934,75.9866178,7,1.1428571428571428,1.6999999999999993,100.0,7.439999999999997,54.53333333333334,56.24,add_incremental_charging_capacity
Savalagi,7,0,7,42.87458159,,110.0,16.6723373,75.3407939,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Margutti Cross,7,0,7,83.86918093,,110.0,17.639186,77.028131,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Hosur Gate,7,0,7,94.5522759,,66.0,12.2365047,76.2709895,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Kampli,7,0,7,166.8522864,,110.0,15.394037,76.6202902,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Nitrahalli,8,0,8,61.1033944,,200.75,13.6125088,77.3177128,7,1.1428571428571428,1.6999999999999993,100.0,7.439999999999997,54.53333333333334,56.24,add_incremental_charging_capacity
Kavatagi LIS,7,0,7,42.52236401,,204.28571428571428,16.5480778,75.4277521,6,1.1666666666666667,1.75,100.0,7.5600000000000005,54.38333333333333,56.24,add_incremental_charging_capacity
Panniyadhundai,9,0,9,99.64246414,,66.0,11.9959827,76.8597466,8,1.125,1.6499999999999995,100.0,7.319999999999998,54.68333333333334,56.23,add_incremental_charging_capacity
Anandapur,10,0,10,72.68253614,,110.0,14.084878900000001,75.222524,9,1.1111111111111112,1.5999999999999996,100.0,7.199999999999998,54.833333333333336,56.23,add_incremental_charging_capacity
Jindal,9,0,9,187.4126607,,110.0,15.1859954,76.6662587,8,1.125,1.6499999999999995,100.0,7.319999999999998,54.68333333333334,56.23,add_incremental_charging_capacity
Guddenahalli,11,0,11,28.36273826,,66.0,12.7226626,76.7109143,10,1.1,1.549999999999999,100.0,7.079999999999996,54.983333333333334,56.22,add_incremental_charging_capacity
Udakeri,11,0,11,46.26786953,,110.0,15.7187184,74.9025051,10,1.1,1.549999999999999,100.0,7.079999999999996,54.983333333333334,56.22,add_incremental_charging_capacity
Sampige,11,0,11,30.85008162,,210.0,13.2418726,76.7558995,10,1.1,1.549999999999999,100.0,7.079999999999996,54.983333333333334,56.22,add_incremental_charging_capacity
Hangala,11,0,11,81.87081107,,66.0,11.7443244,76.6421175,10,1.1,1.549999999999999,100.0,7.079999999999996,54.983333333333334,56.22,add_incremental_charging_capacity
Enercon,16,0,16,66.8324058,,189.75,15.8079155,75.1412394,15,1.0666666666666667,1.299999999999999,100.0,6.479999999999996,55.733333333333334,56.2,add_incremental_charging_capacity
Mattanavile,17,0,17,31.116543259999997,,66.0,12.9346321,76.5032128,16,1.0625,1.25,100.0,6.36,55.88333333333333,56.2,add_incremental_charging_capacity
Hosangadi,18,0,18,78.19437968,,110.0,13.6947399,74.9537306,17,1.0588235294117647,1.1999999999999993,100.0,6.239999999999997,56.03333333333334,56.19,add_incremental_charging_capacity
Bidi,21,7,14,41.77061127,15.714285714285714,117.85714285714286,15.570129799999998,74.6454297,20,1.05,1.0500000000000007,100.0,7.630000000000003,53.009090909090915,55.92,add_incremental_charging_capacity
Nelamangala,16,0,16,17.74883732,,289.125,13.1077327,77.3889335,16,1.0,1.0,100.0,5.28,55.733333333333334,55.78,add_incremental_charging_capacity
Badami,14,0,14,98.584471,,110.0,15.92714,75.6763107,14,1.0,1.0,100.0,5.12,55.43333333333334,55.65,add_incremental_charging_capacity
Kembhavi,14,0,14,55.19008422999999,,110.0,16.6645315,76.5204581,14,1.0,1.0,100.0,5.12,55.43333333333334,55.65,add_incremental_charging_capacity
Vijayapura,14,0,14,14.81403527,,121.0,13.298314,77.7969167,14,1.0,1.0,100.0,5.12,55.43333333333334,55.65,add_incremental_charging_capacity
Bommalapura,11,3,8,90.08660918,,66.0,11.734139,76.7280376,11,1.0,1.0,100.0,5.63,54.53333333333334,55.6,add_incremental_charging_capacity
Vadgaon,14,8,6,11.26902558,13.75,110.0,15.8273934,74.5272181,9,1.5555555555555556,2.5999999999999996,90.15220464,13.52,59.08181818181818,55.56,add_incremental_charging_capacity
Balligavi,12,0,12,51.72882586,,201.66666666666666,14.395973,75.2601968,12,1.0,1.0,100.0,4.96,55.13333333333333,55.52,add_incremental_charging_capacity
Amruthur,12,0,12,15.62004548,,207.16666666666666,12.9360895,76.9292933,12,1.0,1.0,100.0,4.96,55.13333333333333,55.52,add_incremental_charging_capacity
Kallur,12,0,12,24.21417946,,210.83333333333334,13.179601,76.8333185,12,1.0,1.0,100.0,4.96,55.13333333333333,55.52,add_incremental_charging_capacity
Sindagi KEB substation,21,21,0,55.71176959,17.142857142857142,,16.9116147,76.2290057,21,1.0,1.0,100.0,10.93,46.666666666666664,55.49,add_incremental_charging_capacity
Yadawad,17,11,6,77.16007837,17.272727272727273,110.0,16.2370106,75.1761388,15,1.1333333333333333,1.5999999999999979,100.0,10.509999999999991,47.21578947368421,55.48,add_incremental_charging_capacity
Bhaktarahalli,11,0,11,30.032652270000003,,164.0,13.1065683,77.0254039,11,1.0,1.0,100.0,4.88,54.983333333333334,55.45,add_incremental_charging_capacity
Hosur,10,0,10,23.47180765,,220.0,12.7279265,77.8135228,10,1.0,1.0,100.0,4.8,54.833333333333336,55.39,add_incremental_charging_capacity
Bylakuppe,9,1,8,104.8375842,,66.0,12.4397537,75.9867626,9,1.0,1.0,100.0,4.97,54.53333333333334,55.37,add_incremental_charging_capacity
Bherya,9,0,9,63.69670578,,66.0,12.5830782,76.351891,9,1.0,1.0,100.0,4.72,54.68333333333334,55.32,add_incremental_charging_capacity
Aurad,7,2,5,130.8342408,,110.0,18.2601589,77.41134810000001,7,1.0,1.0,100.0,5.0600000000000005,54.083333333333336,55.29,add_incremental_charging_capacity
Sirwar,8,0,8,70.99791046,,110.0,16.1766294,77.0421196,8,1.0,1.0,100.0,4.64,54.53333333333334,55.26,add_incremental_charging_capacity
Enercon Bellati,8,0,8,110.9436903,,110.0,15.1056765,75.7457946,8,1.0,1.0,100.0,4.64,54.53333333333334,55.26,add_incremental_charging_capacity
Hulikal,8,0,8,83.64621244,,110.0,13.7300264,75.0140638,8,1.0,1.0,100.0,4.64,54.53333333333334,55.26,add_incremental_charging_capacity
Godur,8,0,8,24.66194526,,66.0,12.6684764,77.5365995,8,1.0,1.0,100.0,4.64,54.53333333333334,55.26,add_incremental_charging_capacity
Kagwad,15,14,1,42.57634805,18.571428571428573,110.0,16.703592,74.7150524,13,1.1538461538461537,2.0,100.0,12.7,43.22692307692307,55.25,add_incremental_charging_capacity
Shirhatti,7,0,7,104.0760029,,110.0,15.2281819,75.5816999,7,1.0,1.0,100.0,4.5600000000000005,54.38333333333333,55.19,add_incremental_charging_capacity
Budikote,7,0,7,30.386892210000003,,66.0,12.9062582,78.13022680000002,7,1.0,1.0,100.0,4.5600000000000005,54.38333333333333,55.19,add_incremental_charging_capacity
Iggaluru,7,0,7,38.62351669000001,,66.0,12.4741516,77.13610000000001,7,1.0,1.0,100.0,4.5600000000000005,54.38333333333333,55.19,add_incremental_charging_capacity
Kadaba,7,0,7,32.31895655,,220.0,13.248033699999999,76.8616911,7,1.0,1.0,100.0,4.5600000000000005,54.38333333333333,55.19,add_incremental_charging_capacity
Ujani,5,2,3,120.68607969999998,,66.0,18.0721478,75.1193606,5,1.0,1.0,100.0,4.9,53.78333333333334,55.16,add_incremental_charging_capacity
Dubalgundi,4,3,1,109.3410265,,110.0,17.8514339,77.1805004,4,1.0,1.0,100.0,5.07,53.483333333333334,55.15,add_incremental_charging_capacity
Gubbi,6,0,6,42.18464272,,220.0,13.3168845,76.937274,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Sanda,6,0,6,59.73172388999999,,110.0,14.2923969,75.2776985,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Ugar Sugars,6,0,6,53.92426377,,110.0,16.7500767,76.4980525,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Beranahalli,6,0,6,113.1130281,,370.0,13.953454,76.5361476,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Bevoor,6,0,6,146.4938292,,88.0,15.5692644,76.1684153,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Katarki,6,0,6,67.2666888,,110.0,16.2444781,75.49986,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Chimangala,6,0,6,25.11160578,,168.66666666666666,13.3096364,77.9089203,6,1.0,1.0,100.0,4.48,54.233333333333334,55.13,add_incremental_charging_capacity
Kiravatti,36,5,31,49.27786958,18.0,110.0,15.0668463,74.8670359,35,1.0285714285714285,1.0,100.0,8.129999999999999,49.09444444444444,55.12,add_incremental_charging_capacity
Satti,5,1,4,72.06680045,,110.0,16.5924618,75.079414,5,1.0,1.0,100.0,4.65,53.93333333333334,55.11,add_incremental_charging_capacity
Attigere,6,0,5,126.4303115,,66.0,14.3487271,75.9808824,6,1.0,1.0,100.0,4.48,54.083333333333336,55.09,add_incremental_charging_capacity
Talagawara,5,0,5,32.49884087,,66.0,13.3138327,77.9830091,5,1.0,1.0,100.0,4.4,54.083333333333336,55.06,add_incremental_charging_capacity
Kogli,4,1,3,145.5088669,,66.0,14.9313146,76.1571624,4,1.0,1.0,100.0,4.57,53.78333333333334,55.05,add_incremental_charging_capacity
Kamalapura,4,1,3,183.1941274,,110.0,15.288687,76.4803295,4,1.0,1.0,100.0,4.57,53.78333333333334,55.05,add_incremental_charging_capacity
Renew Solar,3,2,1,26.358325840000003,,110.0,16.6032264,77.0189881,3,1.0,1.0,100.0,4.74,53.483333333333334,55.03,add_incremental_charging_capacity
Somasamudra,3,2,1,179.4715692,,110.0,15.2058685,76.9371101,3,1.0,1.0,100.0,4.74,53.483333333333334,55.03,add_incremental_charging_capacity
Gurgunta,4,0,4,78.31640657,,110.0,16.2736685,76.6213993,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Gamesha Ron,4,0,4,130.7802359,,110.0,15.6370696,75.7424483,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Santemaranahalli,4,0,4,88.6235614,,66.0,12.0438999,76.9832349,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Chikkanayakanahalli,4,0,4,52.39257278,,220.0,13.4086152,76.6218652,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Aski,4,0,4,72.07288216,,110.0,16.6180739,76.3680249,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Hiremural,4,0,4,76.8328702,,110.0,16.3069319,76.2066389,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Mukunda,4,0,4,137.6445254,,110.0,15.6125537,76.8081109,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Mudgal,4,0,4,112.1779092,,110.0,16.0186769,76.4472212,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Sindhanur,4,0,4,120.5372074,,110.0,15.7849352,76.769734,4,1.0,1.0,100.0,4.32,53.93333333333334,55.0,add_incremental_charging_capacity
Santhpur,3,1,2,122.4017703,,110.0,18.1567513,77.4264541,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Gulbarga West,3,1,2,54.53944604,,110.0,17.3451108,76.8034774,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Janawada,3,1,2,107.26936670000002,,110.0,17.993049,77.4829335,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Sindhuvallipura,3,1,2,102.6263268,,143.0,12.0502564,76.6727849,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Atria,3,1,2,63.19191856,,66.0,12.4356317,76.5799369,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Madalapura,3,1,2,95.14284015,,110.0,15.9533081,77.0933409,3,1.0,1.0,100.0,4.49,53.63333333333333,54.98,add_incremental_charging_capacity
Yeragera,3,0,3,86.04764762999999,,110.0,16.0796921,77.4185061,3,1.0,1.0,100.0,4.24,53.78333333333334,54.93,add_incremental_charging_capacity
Adani Solar,3,0,3,43.79321332999999,,66.0,16.960381,76.5800605,3,1.0,1.0,100.0,4.24,53.78333333333334,54.93,add_incremental_charging_capacity
Kamalnagar,3,0,3,145.8726238,,110.0,18.2317384,77.2100005,3,1.0,1.0,100.0,4.24,53.78333333333334,54.93,add_incremental_charging_capacity
Mudhol,17,9,8,70.52645934,20.0,110.0,16.324667,75.2933523,13,1.3076923076923077,2.3999999999999986,100.0,13.209999999999994,41.2,54.92,add_incremental_charging_capacity
Suzlon Kurugodu,2,1,1,158.9992053,,110.0,15.4008578,76.8772783,2,1.0,1.0,100.0,4.41,53.483333333333334,54.91,add_incremental_charging_capacity
Hampasagara,2,1,1,138.6749834,,66.0,15.1154384,76.0276662,2,1.0,1.0,100.0,4.41,53.483333333333334,54.91,add_incremental_charging_capacity
Bharangi,2,1,1,45.17457321,,66.0,14.5433785,75.2529229,2,1.0,1.0,100.0,4.41,53.483333333333334,54.91,add_incremental_charging_capacity
Madyal,2,0,2,77.30208603,,110.0,17.3937953,76.4873625,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Narsapur,2,0,2,29.53911015,,66.0,17.7573974,78.3891651,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Akhilagya Solar,2,0,2,127.8366758,,110.0,15.3649631,75.751903,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Mallapur MHS,2,0,2,175.0909508,,110.0,15.377076,76.4594087,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Essur,2,0,2,71.23837291,,110.0,14.2177409,75.3527467,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Ladha,2,0,2,128.117786,,110.0,18.0352124,77.0724701,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Hirisave,2,0,2,23.854887,,66.0,12.9522586,76.5688448,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Supa,2,0,2,61.35769438,,110.0,15.2805392,74.5316969,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Aditya Birla Solar,2,0,2,99.19791194,,110.0,15.087435,75.6304411,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Shettikere,2,0,2,51.50609185,,220.0,13.3787105,76.5720091,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Sidlaghatta,2,0,2,26.4043792,,66.0,13.3834617,77.8591555,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Kampalapura,2,0,2,96.43463659,,66.0,12.3401092,76.1735118,2,1.0,1.0,100.0,4.16,53.63333333333333,54.86,add_incremental_charging_capacity
Latur,1,1,0,172.6198331,,,18.3923105,76.5899137,1,1.0,1.0,100.0,4.33,53.333333333333336,54.85,add_incremental_charging_capacity
Gem Sugars,1,1,0,64.1550442,,,16.2640349,75.5302791,1,1.0,1.0,100.0,4.33,53.333333333333336,54.85,add_incremental_charging_capacity
Hiresindhogi,1,1,0,153.8307398,,,15.3060452,76.0876589,1,1.0,1.0,100.0,4.33,53.333333333333336,54.85,add_incremental_charging_capacity
Renew,1,1,0,146.7018535,,,15.5078968,76.9081221,1,1.0,1.0,100.0,4.33,53.333333333333336,54.85,add_incremental_charging_capacity
Cleanmax,1,1,0,35.21017007,,,17.1109095,77.239358,1,1.0,1.0,100.0,4.33,53.333333333333336,54.85,add_incremental_charging_capacity
Yaragatti,21,13,8,53.49528014,20.0,110.0,15.963896300000002,75.0281504,16,1.3125,2.0,100.0,12.93,41.2,54.83,add_incremental_charging_capacity
Yelburga,1,0,1,135.0930249,,110.0,15.624798,75.9799952,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Wadgera,1,0,1,28.72672052,,110.0,16.5531026,77.0977482,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Vijaynagar Sugars,1,0,1,121.7768032,,66.0,15.085892,75.8690705,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
South Solapur,1,0,1,96.31800953,,110.0,17.6333593,76.0066291,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Yagathi,1,0,1,100.6681507,,110.0,13.6225847,76.1477565,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Vestas,1,0,1,146.9081587,,220.0,14.3509853,76.1765968,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Sriramnagar,1,0,1,157.9198937,,110.0,15.4868734,76.6006815,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Valkamdinni,1,0,1,103.20677,,110.0,15.913036,76.8863459,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Vajrabandi,1,0,1,133.7666186,,110.0,15.6704918,76.1082777,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Togarshi,1,0,1,43.12428485,,110.0,14.457093,75.2030352,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Satish Sugars,1,0,1,52.32457021,,110.0,16.2407565,74.8957232,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
220kV SADAWAGHAPUR (Wind),1,0,1,23.51182526,,220.0,17.4392937,73.9357107,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kotabagi LIS,1,0,1,40.56474386,,110.0,16.2681455,74.6682984,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Belavanki,1,0,1,116.129659,,110.0,15.6692738,75.5805004,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kulagod,1,0,1,65.11479926,,110.0,16.2364769,75.0476348,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kuduru,1,0,1,40.20324107,,66.0,13.0916917,77.1675106,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
C.R.Patna,1,0,1,46.16387777,,66.0,12.8788598,76.37211,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Chakavelu,1,0,1,80.87693706,,66.0,13.8206676,78.0931259,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Chamarajanagara,1,0,1,100.0935236,,66.0,11.9504756,76.9385296,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kavital,1,0,1,88.4597556,,110.0,16.0897251,76.786881,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kakamari,1,0,1,44.94127519,,220.0,16.8572834,75.2960118,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kadabahalli,1,0,1,16.12638888,,66.0,12.9605622,76.6398086,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
KIADB Gamanagatti,1,0,1,83.41309609,,110.0,15.3733937,75.0528834,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Devarahipparagi,1,0,1,39.99186229,,110.0,16.8244778,76.0912581,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Dhulked,1,0,1,65.77054448,,110.0,17.3926654,75.8384536,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Jambagi KD,1,0,1,71.93330438,,110.0,16.2694034,75.3497505,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Jagaluru,1,0,1,171.702276,,66.0,14.5193655,76.4333462,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Ganadala,1,0,1,143.3052555,,110.0,15.6550773,76.3052193,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Gerusoppa,1,0,1,45.15156651,,220.0,14.2516604,74.6751354,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Girisagar,1,0,1,51.47588232,,110.0,16.3503655,75.6962964,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Gulbarga South,1,0,1,49.99783307,,110.0,17.3109938,76.8304447,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Hebburu,1,0,1,33.36876164,,66.0,13.1519425,77.0305193,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Halkurike,1,0,1,55.70992099,,66.0,13.3657575,76.4780103,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Kyasamballa,1,0,1,46.24908071,,66.0,12.9571861,78.3435403,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Harohalli,1,0,1,17.25144413,,66.0,12.6722317,77.4576744,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Ajjampura,1,0,1,119.6727044,,110.0,13.7240785,76.0030991,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Athani Sugars,1,0,1,58.02401566,,110.0,16.7689163,74.9182933,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Rajeshwar,1,0,1,100.8053236,,110.0,17.7913932,77.0344617,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Nangali,1,0,1,78.74765511,,66.0,13.1971241,78.5176168,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Mavali,1,0,1,44.33955929,,110.0,14.3806558,75.1675589,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Narayanpur,1,0,1,91.42128987,,66.0,16.2527871,76.3435237,1,1.0,1.0,100.0,4.08,53.483333333333334,54.8,add_incremental_charging_capacity
Santhemavatturu,1,0,0,26.09338685,,,12.9508755,77.0287931,1,1.0,1.0,100.0,4.08,53.333333333333336,54.76,add_incremental_charging_capacity
Mudalgi,9,5,4,63.58633341,16.0,110.0,16.3324639,74.9507073,9,1.0,1.0,100.0,5.97,50.6,54.74,add_incremental_charging_capacity
Nagasamudra,20,1,19,204.9890588,20.0,66.0,14.8093022,76.7458902,16,1.25,2.25,100.0,10.85,42.85,54.51,add_incremental_charging_capacity
